id,Class,Community,Subclass,text
UggvXFZO5X14xXgCoAEC,noncounter,jews,Default,"In rejecting Christ, the Jews “stumbled over the stumbling stone” (Romans 9:32; cf. Isaiah 8:14). But they are not cursed by God. Paul asks the rhetorical question: “Did God reject his people? By no means! I am an Israelite myself, a descendant of Abraham, from the tribe of Benjamin. God did not reject his people, whom he foreknew” (Romans 11:1–2). In fact, there is coming a time when “all Israel will be saved” (Romans 11:26).

How can the Jews be “cursed” when God had made an unconditional covenant with Abraham? “I will make you into a great nation, and I will bless you; I will make your name great, and you will be a blessing. I will bless those who bless you, and whoever curses you I will curse; and all peoples on earth will be blessed through you” (Genesis 12:2–3). God also promised the Jews a large extent of land in Genesis 15. Israel has never had full possession of the land God promised, so the prophecy still awaits fulfillment during the Millennial Kingdom.

People reap what they sow (Galatians 6:7), and disobedience brings sorrow. When the people of Israel fell into gross, unrepentant idolatry, they lost their land for the 70 years of the Babylonian exile (Jeremiah 29:10). When they rejected their Messiah, they lost their land for even longer. Jesus “came to that which was his own, but his own did not receive him” (John 1:11). But God’s promise still stands: “The Lord has made proclamation to the ends of the earth: ‘Say to Daughter Zion, “See, your Savior comes!”’ . . . They will be called the Holy People, the Redeemed of the Lord; and you will be called Sought After, the City No Longer Deserted” (Isaiah 62:11–12)."
UgyTOAgOZLZ-KlPRQ9F4AaABAg,counterspeech,lgbt,9,bastard
Ugz5HS6EmxeyeMKQhcd4AaABAg,noncounter,jews,Default,"@bustacapinlutha I always love to fuck liars like you. I a saudi and am engaged to someone who doesn't belong to my family. Indedd, my whole family has NO intermarried couple. How embarresingly wrong you are!!"
UghqFt3mLwrx2ngCoAEC,counterspeech,jews,9,That old man is stupid don't gug by your color or your riligen
Ugyj2oC1Oun1b5k7t5t4AaABAg,noncounter,jews,Default,"what r u talking about worshippiing pagan symbol ? lol.. my friend really u dont understand islam at all.. we dont pray to any symbol.. IN the Quran Allah has directed us muslims to do solah facing the kaabah.. u should have known by now lol.. I will let u understand of the concept of facing the kaabah.. u see that every muslim around the world must face makkah or in other words kaabah.. that is why u see clearly that the muslims have a direction., we dont go east or west to face our Creator.."
UghLkRa1frnXingCoAEC,noncounter,jews,Default,A daily dose of goyim guilt.
Ugymaw7LsgMkZ69gBE14AaABAg,noncounter,black,Default,"this is supposed to make my glad.......

but I'm worried...."
UgxjJj6XQXN0WyD2PYl4AaABAg,noncounter,black,Default,Its her opinion
UgjwpHchgC7SgHgCoAEC,counterspeech,lgbt,"Positive tone, 9",Kirk Cameron's movies are an abomination in the eyes of taste...
UgzYO0QL9tUnRQKb3td4AaABAg,noncounter,black,Default,Lmao I don't think anybody should be offended by this we all human we all bleed the same
UgyBBMozB-ahH_khvmR4AaABAg,noncounter,jews,Default,"When Aisha was 9 how old was the prophet?Muhammad was a  warlord,who commanded armies,what rights do a nine yr old girl have to such a man?"
Ugh6xoGQ8pfvDHgCoAEC,counterspeech,lgbt,9,he is a dumbass joke of a pastor
UgzuMmsw2apoy1harOJ4AaABAg,noncounter,black,Default,"Sorry, but the cops didn't do anything wrong in this situation. They had to detain all parties involved while they got the information from the passengers. The man was released with no charges filed. I am not a cop defender at all, I very rarely take their side but I am not sure how they could have handled this differently.

Yes the man was a hero for defending the child, but at the end of the day the right guy got thrown in jail and the hero went home with no charges filed."
UghCRkQk2YZurngCoAEC,noncounter,jews,Default,Jews should give back the stolen land!! Bunch of fucking thieves..
Ugya-BR_U9yqjrj9mx94AaABAg,counterspeech,jews,Presenting facts,"History tells us that Islam is the religion of oppression and persecution.Their claim  that the Creator has Cursed the Jews is false.Muhammad claims to be Gods spokesperson but he puts his own thoughts and words into the mouth of God.The Creator does not Curse.Does not hate1 nation,love another.Muhammad was rejected by the Jews as Gods spokesman.He is the 1 who cursed the Jews,just as he curses all those who do not accept his word.Muslims obey the will of Muhammad,not the Creator."
Ugh6gCKKmzOaQXgCoAEC,noncounter,jews,Default,ABCNews cowards are deleting comments that are telling the truth about israel and the zionist.
UgzlhnFtCHtu6FicrSd4AaABAg,noncounter,black,Default,"For everyone who doesn't know. They DETAINED him. For questioning, not arresting. And he was released from cuffs so its all a happy ending"
UgyIvvEyNJNaQiV1SE14AaABAg,noncounter,black,Default,Guess all are manners we learned  we can throw out The window
UgztmKvo_8GwodvKhDB4AaABAg,noncounter,lgbt,Default,It was Adam and Eve not Adam and Steve
UgyAf8_92zWdQqEsATV4AaABAg,noncounter,jews,Default,"God isn't even in the bible.  It's the name of a pagan deity.  Check your etymology.  In the real world, Israel will be looked after by ethical people like me, not fantasists like you."
UgxV_uPtIdsZRe2OYJZ4AaABAg,noncounter,jews,Default,"@72Yonatan First thing to prove: does your god exist at all That's the sole question. If you cannot provide evidence for this then everything said about this god is pointless, a waste of time!"
Ugy5DSArGvh_xBjNBPh4AaABAg,noncounter,jews,Default,"@worldpeace32: ""Only time will tell , when you die, then you'll know for sure , right?""
Who knows?   Hopefully."
UggJtYscDg-tyngCoAEC,noncounter,lgbt,Default,"I love this guy and his values. He is truly a great man, God is using him powerfully"
UgzwMk0SqtZvOXIro_F4AaABAg,noncounter,jews,Default,"@MMAsavedME Actually, the Qur'an is accurate: It was made to appear to them that they killed Jesus. Thus, they swear to this day that they did, but they killed him not."
UggXCFnUi7DnkHgCoAEC,counterspeech,lgbt,9,"It cracks me up how this piss pastor throws a tantrum to open his ""sermon."""
UgiwuoNqcSJTXngCoAEC,noncounter,jews,Default,"children 14 years old getting sex changes,trans sexual kids,evil,I hope to Allah all things are cleansed of this destuction"
UgyTDZX0HjQKwIxSf7d4AaABAg,counterspeech,jews,"Affiliation, Hostile language",no wonder u r not a muslim.. we muslims would never in the world say that the prophet Muhammad pbuh went on a burag during israk mikraj and ARGUED with Allah ?.. lol.. my goodness.. no wonder u go and pray to a statue u made u sculpted u sell and then u worship.. we muslims r not even allowed to ask questions regarding the laws and most of all to the Creator Himself.. what r we when we ourselves r being created ? and the penalty for being arrogant towards Him is unthinkable..
UggFVNP5VBciwHgCoAEC,noncounter,jews,Default,"Is Arabic a Semitic language?

If one hates Arabs would one be considered anti-Semitic?"
Ugw5LWB3TnAVrd_OKgB4AaABAg,noncounter,jews,Default,"Yes, she is, and openly so. Of the American neocon right, only Glenn Beck is more openly antisemitic."
UgxVMyoRAUbbgVdoeTd4AaABAg,noncounter,black,Default,Im black and I didn't find this as racist as some people in the comments ... shes just saying we're hypocritical as a race which is true .
UghnIwWGiBjA4HgCoAEC,noncounter,lgbt,Default,I agree with you Kirk
UgwxRLUto21b67I-IPp4AaABAg,noncounter,jews,Default,"@miladmeah 
Surah Al-Hajj 22: 8-9
And among mankind is he who disputeth concerning Allah without knowledge or guidance or a scripture giving light, (8) Turning away in pride to beguile (men) from the way of Allah. For him in this world is ignominy, and on the Day of Resurrection We make him taste the doom of burning. (9)
- The Holly Qur'an is the words of ALLAH, Muhammed is only a slave and a messenger. all what he does Allah Ordered him.
Ask Jews the name of God they will tell you Allah."
UgzlPLzgq8G0jqIsvV14AaABAg,counterspeech,jews,Hostile language,its cuz of zionists that muslims in iran/irag etc. hate jews.  Zionist give jews the bad image
Ugzx2Htb5IzkIiMJkfp4AaABAg,noncounter,jews,Default,"@khalil  Regarding the golden calf the Israelites worship in the time of Moses, Did you know that God punished the Israelites, 3000 people died more follow by plague? See Exodus32:1-35
I would'nt say the Jews are cursed  but  God meted punishments in many forms, plague, wars, persecution when they go astray.Over  6 million Jews were killed by the Nazi in WW2. I will always  respect the Jews because they are God's chosen people and God's covenant to Abraham and his descendants.Genesis12:"
Ugg5tNJ4J06JfHgCoAEC,counterspeech,jews,9,"Guy with the white shirt and balding hair who sided with the actor --WTF IS YOUR PROBLEM!?!? Your opinion, fine, but THAT was INAPPROPRIATE!!!And the same goes to ALL of you bigoted HATERS who agreed with this racist jackass!!
HOW DARE YOU!?!? Nobody on YouTube knows what nationality, religion or creed we are, so why ask us what we are?! We're ALL humans!Well, except the ones who're acting like immature jerks who didn't learn a thing or two in school. They're cockroaches that annoy us!"
UghAl8C43sJScXgCoAEC,noncounter,lgbt,Default,"As long as we continue to have the 1st amendment and freedom of religion in this country, it's perfectly legal to speak our minds even when it flies in the face of what political correctness mandates. I commend Kirk for honestly stating his position."
UgjwqjgKwKV1w3gCoAEC,noncounter,lgbt,Default,As long as u r happy? Are u totally deluded or just pretend t b? Study Satan's legal rights and generational curses.
UggrsJFQVwf8kXgCoAEC,noncounter,jews,Default,The Jewish led Bolsheviks brutally slaughtered over 16 million Christians after the Russian Revolution. And Bolshevism is no different than Zionism. The proof ? The first act by the new Bolshevik government was to outlaw anti semitism.
UgxpEa8HCL8nJhWcocB4AaABAg,noncounter,black,Default,Why didn't she speak up?
UgzQ6vOrGkDudq-RXwB4AaABAg,noncounter,black,Default,restrained is the same as arrested now....
UggDsdkGDMtKcHgCoAEC,counterspeech,lgbt,9,Adam and Eve didn't exist you idiot
Ugx5iD-gzKNufriSZfh4AaABAg,noncounter,jews,Default,hahaha she is SOOOO RIGHT!!!
Ugz8k-5NyVr5rUg72Ol4AaABAg,counterspeech,black,Hostile language,IAM SO SORRY FOR U ALLL. I SO SORRY FOR U..... IAM SO SORRY SORRY SORRY SORRY WHAT CAN I DO FOR U.....SORRY FOR U..I KNW THAT U ARE AND HAVE BEEN TREATED LIKE U DO EVER SINGLE DAY..SORRY SORRY FOR ALL OF U..
Ugxo4_OIe_V4rPefzrp4AaABAg,counterspeech,jews,Pointing out hypocrisy or contradictions,fake video.
Ugz75xMpwgoYmHP_9k94AaABAg,counterspeech,jews,Presenting facts,"Here is why Muhammad ""murdered"" lots of jews;

 He did not kill, he was telling jews to be a muslim in a kind way, after jews heard this, they just tried to stop Muhammad with armies so they just defend it, defending is not murdering.

Now here is why  ""Koran curses at Jews"";

 While they were in war, they just got messages from Allah to kill Jews *IN WAR*, not like just kill every Jews, just kill who attacked them, and they're already dead, so no problem with that."
Ugg7pH5vR5dxIHgCoAEC,noncounter,lgbt,Default,"1corinthians9 Or do you not know that wrongdoers will not inherit the kingdom of God? Do not be deceived: Neither the sexually immoral nor idolaters nor adulterers nor men who have sex with men[a] 10 nor thieves nor the greedy nor drunkards nor slanderers nor swindlers will inherit the kingdom of God. 11 And that is what some of you were. But you were washed, you were sanctified, you were justified in the name of the Lord Jesus Christ and by the Spirit of our God."
UgjMRotpvJ-YsngCoAEC,noncounter,jews,Default,"that old guy looks 100% jewish, jet he was the most antijewish"
Ugxebsu2FQDJytYydpZ4AaABAg,noncounter,jews,Default,"@wookieiam1  oh sure oh right i did forget that ur father(Jesus) has already died for ur sins,,so sin all u want..its so convenient for u people to not be responsible for ur own actions by saying that your Father has already suffered for you..so what kinda people are you??you drink the blood of your father and eat of his flesh???tell me is there any thing as perverted as this?? No Muslim would ever disrespect the Christ..he is one of the most revered prophets of Islam..ur possessed by ur ego.."
UgzbfUogAZ16QPBOnv54AaABAg,noncounter,jews,Default,"cntd. 
Jesus AS
Only 'them' believed crucifixion until 300 years after Jesus' AS ascension, then formed a new religion Christianity
Wise and righteous men accepts Islam as their way of life c this YT video
watch?v=05A-xg1UjEY
If u want to read the stories quoted to u from Bible also from Quran:
Isaac AS (11:71-73)
…He creates you in the wombs of your mothers,…[39:6]
U're right, I haven't that much sense to pray to a God who can't even answer the prayer of Jesus AS[Mark 14:36] and save Him"
