Class,context,text,id
unrelated,Islam is irrational and incompatible with science.,Pass on sweet treats and desserts. Create delicious sugar-free swaps. Cut back on alcohol. Choose all natural sweeteners. Order wisely in restaurants. Beware of artificial sweeteners.,1400
facts,Islam purpose is only the conquest.,"Every religion talks about conquest, this isn't specific to Islam.",1401
facts,Nowadays celebrating Easter as a Christian is impossible because it could offend Muslims.,"No one is stopping you from celebrating Easter, nor are they offended by it.",1402
facts,Muslims are not civilised and Europe does not want them.,"Muslim, as other human beings, have a right to live whenever they want.",1403
facts,"Image (features protesters with signs such as 'behead those who insult Islam) with a caption saying 'they want to eliminate us, we must be islamophobic'.","And Trump supporters sent pipe bombs to his opposition, including Robert De Niro, those individuals do not represent all of Trump's supporters though.",1404
facts,The vast majority of Muslims are unemployed and refuse to work.,"Muslim unemployment stands at around 12%, not a great deal higher than white British unemployment. The problem is not Muslims refusing to work, it is barriers to employment and a system that does not allow equality of opportunity between different faiths and cultures.",1405
denouncing,What is the point in listening to Muslim women? They are all retarded.,"That is quite a big generalisation, and obviously a false and discriminatory one too.",1406
denouncing,"Islam has nothing to do with western culture and as soon as the west will understand, this religion will be defeated.",The only obstacle to Islam coexisting with Western culture is intolerance like this.,1407
question,Almost all Muslims in the UK are jobless and choose not to work.,Provide facts.,1408
denouncing,"If they do not adapt to our culture, they can go away.","One of the biggest barriers to assimilation is intolerance like this. Maybe if you made Muslims feel more welcome, they would?",1409
question,"Because of the Muslims, Britain is no longer the great country of the past! They are a disease!",Can I ask you what bad things Islam has brought to us? I cannot name any!,1410
facts,"All the Muslims should have been punished for yesterday, not only a few. Citizens will take action if the government does not do anything.","The ones who deserved to be punished, were punished. If others are innocent, clearly they do not deserve to be penalized?",1411
unrelated,It is not about multiculturalism but about evil Islamic ideology. Islam is designed to dominate and destroy all other cultures. Wake up!,"Make sure you're dealing with ants, not termites. Look for frass. Look for wood damage. Set out bait nearby. Trail the ants to the nest.",1412
hypocrisy,"We cannot build churches in islamic countries, why we should permit Muslims to build mosques in our countries?",Why should not Muslims be allowed to build Mosques here? I thought this country believed in giving people the freedom to practice religions other than Christianity?,1413
question,The Sunnan Abu Dawud says that if a man has sex with an animal there will be no punishment.,What?,1414
facts,We should pay attention to not offend Muslims while celebrating Christmas in our country.,"Muslims 'believe' in Jesus' birth, it might not be a traditional celebration for many but it is really not a cause for offense either.",1415
